chr,start,stop,strand,Cluster,pca_x,pca_y,umap_x,umap_y,tsne_x,tsne_y
chr1,70461399,70461632,+,2,4.9359746,1.7608198,5.790685,6.015216,-33.85809,5.5051584
chr1,70461829,70462205,+,0,8.8966465,7.74815,12.2372465,2.8367162,-17.669441,30.143372
chr1,70462514,70463607,+,0,23.905243,11.231144,10.549356,-0.808509,15.012583,17.897741
chr1,70464257,70464363,-,2,2.399577,-2.0871093,2.0610936,5.225149,-12.256758,-1.277063
chr1,70627622,70627762,-,2,3.1607044,-3.2560537,1.484225,4.4851236,-9.238385,-2.238839
chr1,71146069,71147669,+,0,36.230843,20.715492,13.786786,-4.151406,37.92533,28.34457
chr1,71714353,71715965,-,1,35.179535,-19.353592,-3.3097594,-2.773522,25.453165,-47.38991
chr1,73268943,73270539,+,0,35.412292,19.598444,13.857987,-3.6610973,29.221012,26.399326
chr1,74861711,74862519,-,2,17.458174,-6.9966793,3.4001834,4.0047536,-24.02301,-15.536089
chr1,75484093,75485687,-,1,36.59868,-20.71457,-1.7006116,-3.923254,29.279673,-28.209637
chr1,75486615,75486790,-,2,3.8532622,-1.775558,3.377884,5.459548,-16.991697,-3.9831903
chr1,79239228,79240677,-,1,32.585514,-17.174725,-4.141596,-3.5536187,16.22281,-48.749153
chr1,79463915,79465236,-,1,29.76341,-14.954627,-2.735712,-3.6342394,16.01418,-33.254303
chr1,79718535,79720141,-,1,35.333656,-19.483187,-3.2998078,-2.877601,22.663517,-44.81377
chr1,80685623,80686714,-,2,24.651379,-11.22111,0.38911825,0.5984221,10.140779,-17.007523
chr1,80686739,80687262,-,1,12.511378,-8.862951,-3.2099278,1.6845567,-8.480639,-35.951904
chr1,83599012,83599945,-,1,21.523285,-11.145571,-2.9493303,0.24542806,-1.6228504,-37.434055
chr1,86026687,86028296,+,0,36.24916,19.34164,14.127195,-3.2961612,30.97525,23.709356
chr1,86376885,86378486,-,1,36.2883,-20.673315,-3.1933148,-3.0129263,22.11509,-45.073284
chr1,86981298,86982518,-,2,27.321598,-13.647687,0.33775795,0.43568248,11.614274,-17.039022
chr1,86982813,86983239,-,1,9.278775,-5.538589,-3.1952724,2.2938623,-11.967058,-33.904648
chr1,88617859,88619466,-,1,36.067303,-19.169712,-1.5503384,-3.6047747,24.987328,-27.519106
chr1,90348624,90350245,+,0,37.232143,21.699806,12.24016,-4.1115756,18.648844,44.239258
chr1,93262205,93263806,-,1,37.029804,-21.866123,-1.3155712,-3.690688,28.574736,-25.08855
chr1,93263885,93263973,-,2,1.5559912,-0.5200694,3.7380593,5.8808174,-26.5579,-5.219713
chr1,93401543,93401944,+,0,9.195655,7.25219,12.290519,2.5642753,-15.914484,30.583385
chr1,93408109,93409160,+,0,23.883677,9.701085,10.297611,-0.7679536,14.938839,17.100616
chr1,93949413,93951025,-,1,36.47807,-21.44257,-1.5231346,-4.00195,29.480703,-27.861729
chr1,95878864,95880080,-,2,28.439564,-12.778507,0.45298684,0.46899995,11.826923,-17.02233
chr1,95880340,95880763,-,1,9.219791,-6.0503545,-3.1568635,2.1676223,-12.065674,-34.807747
chr1,100564735,100565586,+,0,19.941092,10.036906,11.619246,0.13030757,-2.6504335,27.583899
chr1,100889424,100890927,-,1,34.910244,-19.18675,-3.5174723,-3.4572237,18.565945,-44.17606
chr1,101979605,101980308,+,0,15.986676,9.196278,9.460135,0.09825021,14.230644,10.650052
chr1,102295182,102296726,+,0,33.335995,17.025904,13.584884,-4.308752,35.14575,37.26863
chr1,102367459,102369078,+,0,36.08915,17.235285,11.9762945,-3.6885161,20.65079,36.99861
chr1,102536517,102538097,-,1,33.54563,-15.965689,-1.7174957,-3.3408775,21.098232,-24.462692
chr1,104076111,104076380,-,2,6.34408,-4.8511453,0.9941822,3.582278,-4.1878815,-4.6261115
chr1,104582951,104584577,-,1,35.469093,-17.004057,-1.5493126,-3.367979,25.95218,-21.057894
chr1,104947026,104947665,+,2,13.277776,4.9382353,6.774823,5.708027,-34.262276,11.0237
chr1,104948732,104948794,+,2,1.4149837,-0.100122176,4.4848676,6.2558575,-27.493786,0.967256
chr1,105800309,105801936,-,1,35.04001,-17.652212,-1.7734182,-3.7563035,33.10868,-35.867077
chr1,105838509,105840183,+,0,36.926826,18.266697,14.086443,-3.200911,30.953114,22.423985
chr1,106372131,106373731,-,1,34.576912,-20.124643,-1.665205,-3.5901108,24.78611,-27.614689
chr1,106808864,106809874,-,2,22.223677,-10.281257,0.2538581,0.8390345,7.3528986,-17.871986
chr1,106810237,106810809,-,1,13.036533,-8.805962,-3.1088579,1.2921302,-6.1551948,-35.108517
chr1,106882526,106884081,-,1,35.179592,-19.116991,-3.8892713,-3.2931652,13.689227,-45.837708
chr1,106904254,106904601,-,2,8.221362,-6.793003,0.7757283,3.1165931,-1.0947343,-5.5600376
chr1,106904598,106904790,-,2,4.703838,-3.184242,3.8178525,2.6972609,-29.412823,-22.755121
chr1,107352364,107352508,-,2,2.9526262,-0.97789544,3.8787546,5.6860337,-26.047525,-7.0155177
chr1,107699022,107699729,-,2,15.532218,-8.487645,0.7051472,1.6927519,4.433158,-11.513356
chr1,107701211,107702050,-,1,19.350866,-12.494615,-2.9841697,0.39877272,-1.6796011,-36.057335
chr1,112148675,112150292,+,0,36.85233,18.547594,11.505595,-3.9741051,16.257488,40.560772
chr1,157674763,157676290,+,0,35.00962,18.428993,12.815476,-3.5762424,26.706635,39.06984
chr1,159717507,159719143,+,0,38.06999,20.453436,11.820459,-3.6408348,13.345734,36.864086
chr1,160729022,160729082,-,2,1.049318,-0.10974006,4.2941165,6.1274943,-26.164015,-2.758266
chr1,163227575,163229123,-,1,36.25964,-20.91667,-3.9127471,-3.4715703,18.847729,-46.887894
chr1,163293578,163295218,-,1,38.081264,-21.34257,-1.8427887,-4.0468373,26.126366,-32.07317
chr1,168119791,168120591,+,0,18.569702,11.30181,9.507725,0.015749058,14.145203,12.153019
chr1,169340475,169342094,+,0,37.55972,19.9592,11.93431,-3.9010882,20.208776,37.864613
chr1,171826520,171828050,-,1,35.280754,-20.825518,-4.0411487,-3.4160168,13.981415,-46.31913
chr1,179474285,179475804,+,0,35.004406,20.255814,12.240865,-3.8274968,22.498682,35.85052
chr1,186244597,186245242,-,2,14.86406,-8.738815,0.71730506,1.8613203,2.656728,-11.51321
chr1,186245836,186246747,-,1,20.851204,-12.272918,-2.9741452,0.2546981,-0.8528765,-37.557438
chr1,186522944,186524560,+,0,37.644062,22.572073,14.146504,-3.3229623,32.59576,23.390358
chr1,189252939,189253306,-,2,8.569539,-6.2742662,0.88509196,3.1946862,-2.3035326,-6.6800194
chr1,189905577,189905778,-,2,4.3417535,-2.75974,1.3737484,4.306916,-8.159547,-3.17707
chr1,189905790,189906232,-,1,10.765946,-8.539034,-3.2154195,1.9222722,-9.585543,-32.877785
chr1,192429891,192431513,+,0,34.798157,18.391973,12.040262,-3.9570498,19.88683,38.077824
chr1,193388728,193388988,-,2,5.7814507,-2.1918192,3.797429,3.4856348,-28.450588,-18.574974
chr1,194509740,194511341,+,0,34.600677,16.216349,12.026965,-3.5543358,13.979861,32.434357
chr1,194538859,194538920,-,2,1.5410489,-1.3931506,2.3166614,5.456826,-14.276738,-0.15084592
chr1,195127958,195129568,-,1,35.518528,-18.653496,-3.2723553,-2.9318461,26.268255,-45.766376
chr1,195207634,195209156,+,0,32.915165,16.3492,13.940318,-4.183341,33.70784,35.440197
chr1,195384305,195385932,+,0,36.84756,21.036781,12.046186,-4.194458,20.891209,40.898937
chr1,195799515,195800092,+,0,12.684252,7.737431,12.2828665,1.9896686,-12.69282,30.520157
chr1,196668844,196670352,+,0,34.558346,18.36591,12.998293,-3.7163377,26.455225,34.386093
chr1,196954175,196955495,-,1,29.311083,-13.473974,-2.8252993,-0.63514966,4.0356903,-37.71924
chr1,197022122,197023723,+,0,37.383125,19.997133,11.664276,-3.8458078,10.483994,39.593227
chr1,198009596,198011107,-,1,34.27011,-19.03045,-3.3840985,-3.4296486,18.994696,-42.79998
chr1,198599892,198600491,+,0,12.362571,6.5837917,9.040793,0.6090059,11.681664,8.846098
chr1,198796297,198797882,-,1,36.75291,-20.31751,-1.4919212,-3.9945138,26.795479,-34.193874
chr1,218883250,218884878,-,1,36.129074,-19.591326,-2.0599663,-4.0634947,24.601389,-33.423042
chr1,218972273,218973738,+,0,32.813644,19.001308,13.170295,-3.8269494,28.252928,34.176037
chr1,224909905,224911423,-,1,34.338245,-17.657389,-2.4401538,-3.972377,22.031837,-34.100765
chr1,230721456,230722946,+,0,35.48401,19.510735,13.226194,-3.8658028,28.32631,33.894917
chr1,231428773,231429277,-,2,11.986208,-8.456258,0.7608394,2.401841,0.8944524,-9.538469
chr1,231429575,231429923,-,2,7.9953218,-3.3780894,3.65727,4.601044,-25.617476,-12.149594
chr1,231431339,231431859,-,2,12.082686,-5.8218203,3.7259278,2.7969265,-27.570435,-23.142021
chr1,232993035,232994635,+,0,37.509388,22.673307,11.7213745,-4.183794,19.772457,41.78663
chr1,238074771,238076373,-,1,35.893066,-20.419365,-2.1256196,-4.2442884,29.37101,-33.87552
chr1,238213744,238215218,-,1,32.726147,-17.255083,-2.881444,-3.8420415,19.690874,-36.286686
chr1,239038817,239038977,+,2,2.8089125,0.82948816,5.0421433,5.842425,-19.050879,4.0233445
chr1,239943483,239944914,-,1,31.68099,-17.431404,-3.104007,-1.9686524,6.8863893,-40.299335
chr1,245903731,245904066,-,2,7.6376796,-2.7593875,3.768741,3.2686627,-28.414196,-19.551502
chr1,246192316,246192413,-,2,2.0836666,0.3909485,4.775132,6.430487,-19.865469,0.49544623
chr1,247047560,247048596,-,1,23.505741,-12.904806,-2.9426763,0.18269664,-1.4625585,-38.593258
chr1,248776479,248778108,+,0,38.05766,21.700523,12.2029085,-3.7714295,21.377472,34.920174
chr1,248778527,248778825,-,2,5.817002,-2.6985476,3.6516593,5.070346,-24.298645,-9.96356
chr1,248778821,248779329,-,1,10.984799,-6.6509132,-3.1340013,1.9433419,-10.065136,-35.50292
chr10,94982,95299,-,2,7.3700085,-5.764226,0.85902476,3.3115146,-2.3450377,-5.654597
chr10,96021,97446,-,1,33.216236,-15.132194,-2.127732,-2.5266047,6.2676425,-34.96461
chr10,17266728,17267013,+,2,6.2300644,2.425886,6.7585278,5.8384223,-35.414066,11.438158
chr10,17281891,17283437,+,0,36.13226,21.740961,13.5128565,-4.0072026,31.61813,30.619919
chr10,20311313,20312174,-,2,19.714764,-10.684251,0.5933563,1.3379763,7.0861874,-12.569196
chr10,20312176,20312390,-,1,4.7064967,-3.7195308,-2.884345,3.9082394,-14.511196,-24.559723
chr10,26700824,26702320,+,0,34.582737,19.65588,13.05248,-3.703488,25.783182,32.01436
chr10,31954317,31955889,+,0,35.459415,19.353712,11.382823,-3.9685771,14.977327,41.26578
chr10,31956113,31956155,+,2,0.779322,0.6070976,4.9381847,6.0053754,-21.974686,3.91611
chr10,32097850,32099470,-,1,37.885475,-21.513584,-3.248756,-2.7262516,25.10648,-45.36464
chr10,38658678,38659187,-,2,11.042711,-5.591661,3.6978056,3.064789,-26.573973,-21.568153
chr10,38668010,38668374,-,1,7.430102,-6.345318,-3.4068565,2.6167333,-13.814273,-31.638565
chr10,42254747,42255110,+,0,8.092151,7.2529235,12.2549715,3.0340288,-18.80256,30.346445
chr10,42263925,42264434,+,2,11.248201,5.7694936,7.350265,5.790164,-33.430458,14.732875
chr10,52014526,52016147,-,1,36.41116,-19.818874,-1.7006071,-3.9802344,26.078205,-30.618446
chr10,52867932,52869434,+,0,34.01631,20.719307,14.101918,-4.1059628,33.265034,32.443794
chr10,54341550,54343157,+,0,36.52134,20.22497,11.406951,-4.131349,14.707813,44.668076
chr10,54949426,54950095,-,1,15.489488,-9.4333725,-3.1090806,1.2357082,-6.0299435,-36.34596
chr10,55861270,55862888,+,0,36.82611,22.998512,14.229558,-3.4091306,32.944942,25.1426
chr10,55906593,55908182,-,1,35.41546,-16.90182,-1.5690899,-3.9207237,23.035828,-27.737192
chr10,56163906,56165495,+,0,35.67322,19.145172,11.626703,-3.770682,14.340111,37.994965
chr10,56568439,56568523,-,2,2.029341,-1.919896,2.1302023,5.3160887,-13.200201,-0.43863928
chr10,56569917,56570733,-,2,18.083475,-7.3928485,0.6119102,1.3698504,5.852575,-13.424367
chr10,56934034,56935333,+,0,28.117895,15.112213,10.892281,-1.2576327,20.632011,20.798677
chr10,57211223,57211303,+,2,1.5383016,1.6432387,5.1547575,5.6594543,-20.38304,5.926977
chr10,57211319,57212842,-,1,33.925503,-19.759468,-3.1442254,-3.7053998,18.31486,-40.121956
chr10,57237733,57239326,+,0,34.843815,19.451899,14.068436,-4.384449,38.366707,33.36999
chr10,64463993,64465459,-,1,33.44632,-16.177906,-3.640775,-3.1980133,9.841006,-40.727806
chr10,65078724,65080263,+,0,33.73865,16.76569,13.849865,-4.157929,34.00977,34.871952
chr10,65278415,65280040,+,0,36.08083,18.59676,11.545071,-3.6586342,12.359417,37.74078
chr10,81232236,81233712,+,0,33.9646,19.416986,13.698678,-4.399914,39.029037,29.778687
chr10,83752145,83753725,-,1,34.957592,-18.507452,-3.8575835,-3.4356275,16.311895,-42.23749
chr10,88326133,88326698,+,0,12.647775,8.9258,12.295011,1.9346797,-12.757758,31.244461
chr10,88326688,88327255,+,0,12.853547,6.487205,8.978233,0.68006516,10.416447,9.894546
chr10,90106825,90107350,+,0,12.413849,8.939024,12.218825,2.0278215,-11.267437,31.70853
chr10,90107357,90107651,+,0,6.2167163,3.2597961,7.7344394,2.136171,2.1168964,10.840888
chr10,98438187,98439782,+,0,36.536312,19.625565,14.111121,-3.2281966,31.782707,23.523287
chr10,105936649,105936851,+,0,4.1642566,2.460702,7.591991,2.3199158,0.33573347,8.809242
chr10,106788278,106789788,-,1,34.674324,-19.89859,-3.341992,-3.4956193,22.326431,-41.206314
chr10,108183756,108185256,+,0,35.124226,19.995293,12.932827,-3.6139863,25.19991,34.592598
chr10,108554669,108556260,+,0,36.24662,18.941832,14.010003,-4.1697173,35.39083,35.084953
chr10,111488151,111489744,+,0,36.17191,18.868036,11.906764,-3.7202694,15.201345,36.671825
chr10,111620722,111622310,+,0,35.789745,21.122337,14.231555,-3.4049485,34.169155,24.017065
chr10,131151121,131152689,-,1,36.080715,-22.404705,-4.0694113,-3.588708,18.385387,-48.05541
chr10,131541553,131541971,-,2,9.575247,-5.665304,0.72030175,2.9329972,-0.08665657,-6.4288583
chr11,6851637,6851944,-,2,7.292979,-4.636087,0.9094075,3.3627756,-3.5021296,-6.091191
chr11,7473192,7473233,-,2,0.5629661,-0.4084329,4.059753,6.4459963,-23.935461,0.07037876
chr11,10828486,10829605,-,2,25.357271,-11.179617,0.33518246,0.65375257,9.247571,-17.539953
chr11,10829903,10830380,-,1,11.3831215,-8.972077,-3.207217,1.9434545,-10.194668,-34.758537
chr11,12015664,12015719,-,2,0.8500375,-0.22777134,4.4721107,6.3278575,-23.687597,1.5202348
chr11,14128091,14129705,-,1,37.377457,-19.272642,-1.4736445,-3.5893602,24.522814,-25.802773
chr11,14568883,14569234,-,2,8.799309,-2.9169705,3.7619164,3.1083481,-28.156425,-19.9514
chr11,19004856,19006457,+,0,36.95122,20.414717,12.301909,-4.0034246,22.501783,40.98868
chr11,20723147,20724815,-,1,37.091446,-19.007725,-1.647339,-3.7231398,27.816383,-23.427284
chr11,21478337,21478519,-,2,4.0657096,-3.0770516,1.424022,4.3709016,-8.371883,-1.9210242
chr11,23786995,23787442,-,2,10.289015,-6.14117,0.68969774,2.948586,-0.20489873,-5.5202017
chr11,23825459,23826174,-,2,16.16899,-9.046944,0.7059404,1.6465522,4.9531646,-11.45747
chr11,24106154,24107624,+,0,32.08404,16.766712,12.929298,-3.6697009,31.508257,34.917267
chr11,24309495,24311113,+,0,36.52403,18.828548,11.83998,-3.7521372,17.42361,30.574425
chr11,24443577,24445157,+,0,35.29361,18.567915,11.489173,-3.6260045,17.434088,33.274788
chr11,24909807,24911346,+,0,35.25821,20.660696,14.064171,-4.271228,35.59779,29.054106
chr11,26783400,26784798,+,0,31.084225,17.003983,12.390843,-0.71271425,-0.6927957,35.884453
chr11,26785113,26785424,+,0,6.672295,4.8566065,7.973822,1.7428482,5.1056437,10.122616
chr11,26881365,26881852,+,2,10.989857,4.6924415,7.2972946,5.786234,-33.69452,15.082378
chr11,26881854,26882194,+,2,7.038415,2.2439826,5.8312397,5.9732127,-33.96567,5.7983694
chr11,27074779,27075008,-,2,4.607554,-1.6654037,3.7842574,5.359049,-23.735435,-7.5348144
chr11,30176921,30177775,-,2,19.077703,-11.279397,0.58309704,1.484179,4.6568975,-14.072056
chr11,36981395,36982949,-,1,35.276474,-19.70449,-3.8322332,-3.2090037,15.0473,-44.281136
chr11,38110026,38111063,+,0,22.855307,11.762996,12.248399,0.17522344,-3.636596,31.834127
chr11,38117548,38118101,+,0,12.447025,6.2798777,9.054615,0.58561695,11.594658,9.008
chr11,39254625,39256177,-,1,32.816708,-15.953169,-1.6684933,-3.601565,22.04709,-24.532978
chr11,39256248,39257065,-,2,16.879345,-5.945402,3.6306918,3.152381,-26.628757,-20.096779
chr11,39547593,39547878,+,0,5.871331,5.004813,12.014455,3.8932977,-20.681938,26.252848
chr11,39547878,39547982,+,2,1.8958187,1.3953807,4.815816,7.1192603,-24.307281,9.100009
chr11,39742774,39744286,+,0,33.904236,18.015429,11.74254,-3.791161,13.443286,39.027206
chr11,40653159,40654756,+,0,36.375523,20.376146,14.139015,-3.5930698,33.063053,27.12896
chr11,41624819,41626336,-,1,34.65962,-18.931637,-3.1174834,-3.7960727,21.920029,-38.947197
chr11,42333287,42334873,-,1,36.477386,-20.170877,-3.1633222,-2.9023664,25.223537,-44.3796
chr11,42503045,42503186,-,2,3.2726657,-3.1844227,1.5804259,4.613828,-10.105641,-2.2671108
chr11,42503186,42504680,-,1,33.01096,-19.301237,-2.7739294,-3.8510892,19.112427,-35.35904
chr11,45635112,45636640,+,0,35.51042,20.048115,13.684794,-4.438124,39.336376,29.957523
chr11,48506728,48506872,+,-1,2.9660008,1.8626616,7.2436028,2.7593496,-2.4504106,10.400941
chr11,48595330,48596191,-,2,17.527102,-8.100947,0.886116,1.5341569,2.0612113,-14.370796
chr11,49904652,49904796,-,2,2.9121177,-2.0641098,1.775081,4.846292,-11.0093975,-2.6940215
chr11,50165813,50167290,+,0,34.25867,17.70302,11.34839,-4.060771,10.208441,41.547714
chr11,52128401,52128450,+,2,0.9052256,0.13728325,4.7646074,6.100495,-23.655443,2.2525659
chr11,54677277,54677421,+,-1,2.9736793,2.2699342,7.4108505,2.5587523,-2.1505265,10.39612
chr11,56323961,56324842,+,0,19.008034,9.334008,12.16982,0.81268525,-6.28559,30.341917
chr11,56324837,56325309,+,0,10.293102,3.7926414,8.299137,1.4127611,7.987966,7.0460987
chr11,56409035,56410640,+,0,35.05744,16.953012,12.355978,-3.7799182,16.805447,31.903658
chr11,57586495,57586542,+,2,1.0609231,0.6574598,5.002818,6.229423,-30.192541,3.9780803
chr11,57587172,57588049,+,0,20.39996,11.300316,9.578224,-0.045841247,13.718922,12.641049
chr11,60677494,60679121,-,1,38.77165,-21.45279,-1.5110117,-3.743118,30.192802,-25.256935
chr11,71827117,71827459,+,2,7.4013367,2.0873897,7.066275,5.836548,-35.016655,13.896545
chr11,71827793,71828085,+,2,6.397329,2.2398548,5.8747168,5.9958935,-35.131184,6.715468
chr11,73027034,73028659,+,0,38.83032,20.898554,11.376508,-4.085832,13.7937355,42.29506
chr11,74826504,74827592,-,2,24.044725,-11.0008745,0.16731173,0.64014924,7.894543,-19.16188
chr11,81729772,81729933,+,0,3.3298383,3.1596766,11.747834,4.5349884,-24.09082,22.935654
chr11,81730258,81731112,+,0,17.856813,7.7611165,11.830113,0.37269998,-5.327888,28.501974
chr11,81791733,81793294,-,1,33.571133,-17.211868,-3.1168146,-3.0312617,22.674511,-44.08914
chr11,81800059,81801655,+,0,34.70367,19.318735,14.224254,-3.4291935,33.876186,22.866749
chr11,84002284,84003391,-,1,24.275362,-11.792855,-2.8872986,-0.17277741,0.7923188,-37.973923
chr11,87542555,87544091,-,1,35.635498,-20.435398,-4.065821,-3.4490242,17.340233,-46.805565
chr11,89526831,89528426,+,0,35.73005,18.706299,14.286204,-3.2685523,33.403133,22.464111
chr11,89531729,89532706,+,0,22.800137,9.956128,10.182201,-0.7600587,15.959191,15.837411
chr11,90744079,90745732,+,0,35.773666,14.516595,11.7232,-3.2330327,15.750218,32.776367
chr11,91533672,91535185,+,0,34.776535,17.0523,14.066605,-4.39051,38.099426,31.990232
chr11,91636863,91637237,+,0,8.141678,5.3038516,8.033534,1.6759063,6.3959594,10.566411
chr11,95943995,95945631,+,0,37.0298,19.422773,14.181698,-3.2819011,32.882782,22.178055
chr11,96850999,96852608,+,0,36.439022,18.8852,12.208434,-3.7438257,21.385906,36.09686
chr11,97569126,97570637,-,1,32.902695,-18.668568,-1.763811,-3.6881018,22.9538,-30.159908
chr11,98144813,98146027,-,2,26.73982,-11.222101,0.4258718,0.44664687,11.257673,-18.526907
chr11,98690429,98690516,+,2,1.8308438,0.98708045,4.5985527,5.9030323,-30.901218,-2.021363
chr11,98692489,98693996,+,0,34.27631,20.503777,11.931883,-3.9037087,19.682875,35.946472
chr11,99975209,99975409,+,2,4.3266387,1.8240552,5.1053534,5.8617015,-18.278421,4.33272
chr11,99996990,99997087,-,2,1.9717723,-1.9074426,2.3186533,5.441649,-14.337765,-1.1847225
chr11,100000180,100001175,-,2,21.616966,-8.529589,0.5123451,0.595548,10.955251,-16.025652
chr11,100024418,100026033,+,0,37.178726,20.860035,14.144362,-3.2604759,31.959608,25.067862
chr11,102568169,102569669,-,1,35.202564,-21.822609,-2.7260613,-3.8995256,23.394915,-36.86693
chr11,103374415,103375929,+,0,34.5406,18.694267,14.108232,-4.043487,33.458214,30.632689
chr11,103723833,103725374,-,1,34.119892,-18.56274,-3.9943302,-3.2141294,13.480277,-44.8443
chr11,105129905,105131560,-,1,35.82998,-17.348276,-3.2519097,-2.675324,25.367191,-46.71611
chr11,106165081,106166125,-,1,23.003212,-13.092057,-2.8946197,-0.22966927,0.9044927,-37.292503
chr11,107081680,107083038,-,1,31.863203,-18.45473,-3.2918708,-3.1450737,21.388166,-45.13528
chr11,109290039,109291649,-,1,37.442165,-19.626675,-1.3564484,-3.5161412,27.570354,-24.898851
chr11,109381866,109382265,-,2,9.633574,-6.713718,0.7731199,2.9552755,-0.6539779,-7.2209306
chr11,116389778,116390074,-,1,6.800216,-4.99319,-3.193374,3.0217922,-12.741197,-28.806072
chr12,8166025,8166317,-,2,6.1762457,-2.4103115,3.64052,5.0189586,-24.697784,-9.976557
chr12,8166651,8166993,-,2,7.3124847,-1.9272112,3.843579,3.3610299,-28.846819,-18.44304
chr12,8197147,8197346,-,2,4.284314,-3.4288003,1.4343212,4.5054784,-7.8824472,0.88985395
chr12,9657048,9657157,+,2,2.3055165,0.7590112,5.5058284,6.145942,-31.62013,4.3351884
chr12,10233840,10235377,-,1,36.57853,-20.27892,-3.9564652,-3.5247726,15.807342,-48.100452
chr12,13219308,13219561,-,1,5.65525,-4.716476,-3.088335,3.4528012,-13.896002,-27.380032
chr12,13438464,13439800,-,1,30.738094,-17.135101,-2.7339525,-1.0048227,5.55397,-37.01258
chr12,15299236,15300783,-,1,35.609932,-16.638124,-4.08876,-3.514636,14.634491,-48.722134
chr12,16013638,16015241,+,0,35.79851,22.559559,14.036236,-3.4051352,31.027048,26.132738
chr12,18102531,18104142,-,1,36.594784,-18.286692,-1.5306367,-3.5734396,29.84335,-24.07389
chr12,19032092,19033499,-,1,30.981972,-15.3356695,-1.621268,-3.1655548,19.502962,-23.066284
chr12,19033866,19034093,-,1,5.2737513,-4.5382385,-3.1263268,3.3937452,-13.317369,-26.996183
chr12,19582585,19584204,+,0,37.539215,19.806755,11.716001,-4.2467165,17.391705,42.363018
chr12,26081318,26082925,-,1,37.57078,-20.415432,-1.8290342,-4.0563793,26.219193,-32.49161
chr12,28369034,28370651,-,1,35.07152,-18.923813,-1.5603372,-3.5032678,23.238016,-22.71073
chr12,39556660,39556704,+,2,0.6291659,0.3769363,4.8742495,6.7540994,-25.207266,4.458272
chr12,39556997,39558432,+,0,33.46974,19.490906,14.438542,-3.953836,35.390076,25.939888
chr12,40581208,40582740,-,1,34.598713,-18.094263,-3.8157403,-3.2664926,16.647268,-45.826782
chr12,41147543,41149230,-,1,37.053116,-17.319069,-3.9720695,-3.324403,12.443488,-46.966362
chr12,41756256,41757836,-,1,35.5218,-20.745735,-1.7465496,-4.0427356,32.00733,-29.694525
chr12,41945670,41947295,-,1,37.221367,-20.999535,-1.7719105,-4.0883837,31.426226,-32.841972
chr12,45510864,45512500,-,1,38.028362,-22.354738,-2.0404756,-4.3195252,30.387503,-34.476208
chr12,46647452,46649054,-,1,36.9872,-21.782488,-4.1107426,-3.4719927,14.691339,-46.813267
